# Canonical payers (company, plan, #raw_variants). Derived from payer-mapping.json.
# The raw→canonical linkage lives in payer-mapping.json — do not lose it.

EmblemHealth	Emblem Healthcare Partners Essential 1	1
EmblemHealth	Emblem Healthcare Partners Essential 2	1
EmblemHealth	Emblem Healthcare Partners Essential 3	1
EmblemHealth	Emblem Healthcare Partners Essential 4	1
EmblemHealth	Emblem HIP HMO Comm	2
EmblemHealth	Emblem HIP Medicare Advantage	5
EmblemHealth	Emblem HIP Medicare Advantage (SNP)	1
EmblemHealth	Emblem HIP/GHI HMO Comm	4
EmblemHealth	Emblem Medicaid	6
EmblemHealth	Emblem Prime Bronze	1
EmblemHealth	Emblem Prime Gold	1
EmblemHealth	Emblem Prime Platinum	1
EmblemHealth	Emblem Prime Silver	1
EmblemHealth	Emblem Select Care	5
EmblemHealth	Emblem Select Care (Healthcare Partners)	1
EmblemHealth	Emblem Select Care Bronze Sg	1
EmblemHealth	Emblem Select Care EPO	1
EmblemHealth	Emblem Select Care Gold Sg	1
EmblemHealth	Emblem Select Care HMO	1
EmblemHealth	Emblem Select Care Platinum Sg	1
EmblemHealth	Emblem Select Care PPO�	1
EmblemHealth	Emblem Select Care Silver Sg	1
EmblemHealth	Emblemhealthghi	1
EmblemHealth	Emblemhealthghi Medicare	1
EmblemHealth	Emblemhealthghi PPO	1
EmblemHealth	Emblemhealthhip Child Health Plus	1
EmblemHealth	Emblemhealthhip Commercial	1
EmblemHealth	Emblemhealthhip Hcreprtns Commercial	1
EmblemHealth	Emblemhealthhip Hcreprtns Medicaid	1
EmblemHealth	Emblemhealthhip Hcreprtns Medicare	1
EmblemHealth	Emblemhealthhip Medicaid	1
EmblemHealth	Emblemhealthhip Medicare	1
EmblemHealth	Emblemhealthhip Monte Cmo Commercial	1
EmblemHealth	Emblemhealthhip Monte Cmo Medicaid	1
EmblemHealth	Emblemhealthhip Monte Cmo Medicare	1
EmblemHealth	Emblemhealthhip Pt Ot Commercial	1
EmblemHealth	Emblemhip Monte Behavioral	1
EmblemHealth	Essential Plan	2
EmblemHealth	Essential Plan 1 & 2	1
EmblemHealth	Essential Plan 3 & 4	1
EmblemHealth	GHI	1
EmblemHealth	GHI - Bmp	1
EmblemHealth	GHI Access Network	1
EmblemHealth	GHI Commercial	1
EmblemHealth	GHI Composite	1
EmblemHealth	GHI Emblem Health EPO	1
EmblemHealth	GHI Emblem Health Medicare HMO	1
EmblemHealth	GHI Emblem Health Medicare PPO	1
EmblemHealth	GHI Emblem Health PPO	1
EmblemHealth	GHI HMO	1
EmblemHealth	GHI Insured PPO	1
EmblemHealth	GHI Medicare	1
EmblemHealth	GHI Medicare Supplement	1
EmblemHealth	GHI Net Access PPO	1
EmblemHealth	GHI Network Access - Benefit Services Of Pa	1
EmblemHealth	GHI Network Access - Humana	1
EmblemHealth	GHI Network Access - Total Plan Concepts	1
EmblemHealth	Harp_managed Medicaid	1
EmblemHealth	HIP	1
EmblemHealth	HIP Access I	1
EmblemHealth	HIP Access Ii	1
EmblemHealth	HIP Child Health Plus	1
EmblemHealth	HIP Commerical EPO PPO	1
EmblemHealth	HIP EPO	1
EmblemHealth	HIP Health Plan Of NY	1
EmblemHealth	HIP HMO	4
EmblemHealth	HIP HMO (Healthcare Partners)	1
EmblemHealth	HIP Lich	1
EmblemHealth	HIP Medicaid	1
EmblemHealth	HIP Medicaid - Enhanced Care	1
EmblemHealth	HIP Medicaid - Enhanced Care (Healthcare Partners)	1
EmblemHealth	HIP Medicare Optum Health - Transplant	1
EmblemHealth	HIP Medicare PPO	1
EmblemHealth	HIP Medicare Supplement	1
EmblemHealth	HIP Millennium EPO/ PPO	1
EmblemHealth	HIP Millennium Exchange	1
EmblemHealth	HIP Millennium HMO	1
EmblemHealth	HIP Optum Health	1
EmblemHealth	HIP Optum Health - Transplant	1
EmblemHealth	HIP POS	1
EmblemHealth	HIP PPO	2
EmblemHealth	HIP Prime Basic Exchange	1
EmblemHealth	HIP Prime Bronze Exchange	1
EmblemHealth	HIP Prime Gold Exchange	1
EmblemHealth	HIP Prime Silver Exchange	1
EmblemHealth	HIP Vip Medicare	1
EmblemHealth	HIP Vip Medicare (Heathcare Partners)	1
EmblemHealth	HIP Vip Medicare Bold	1
EmblemHealth	HIP Vip Medicare Prime	1
EmblemHealth	HIP Vip Medicare Reserve	1
EmblemHealth	Hip_ess_1_2_amb_surg	1
EmblemHealth	Hip_ess_1_2_hosp_op_dept	1
EmblemHealth	Hip_ess_1_2_mr/Dd/Tbi	1
EmblemHealth	Hip_ess_3_4_amb_surg	1
EmblemHealth	Hip_ess_3_4_hosp_op_dept	1
EmblemHealth	Hip_ess_3_4_mr/Dd/Tbi	1
EmblemHealth	Hip_ghi_chp	1
EmblemHealth	HMO/POS	1
EmblemHealth	Iuoe Local 14 - 14b	1
EmblemHealth	Medicaid Essential Plan	1
EmblemHealth	Medicaid FHP CHP	1
EmblemHealth	Medicaid/Child Health Plus	1
EmblemHealth	Medicare	3
EmblemHealth	Medicare Advantage	3
EmblemHealth	Medicare Midlevels	1
EmblemHealth	Other HIP	1
EmblemHealth	PPO/EPO	1
EmblemHealth	Pt/Ot Commercial	1
EmblemHealth	Pt/Ot Government & Select	1
EmblemHealth	Select Care	1
EmblemHealth	Select Care Exchange Product	1
EmblemHealth	Select Care/Millennium Network	1
EmblemHealth	Vytra HMO	1
EmblemHealth	Wlny - Tv Inc	1

Empire Plan (NYSHIP)	The Empire Plan Nyship	1

Fidelis	All Nys Essential Plans	1
Fidelis	Care Bronze Exchange	1
Fidelis	Care Catastrophic Cvg Exchange	1
Fidelis	Care Child Health Plus	1
Fidelis	Care Gold Exchange	1
Fidelis	Care Medicaid Managed Care	1
Fidelis	Care Native American Exchange	1
Fidelis	Care NY - Medicare	1
Fidelis	Care Platinum Exchange	1
Fidelis	Care Silver Exchange	1
Fidelis	Child Health Plus	2
Fidelis	CHP	1
Fidelis	Ep	5
Fidelis	Ep 1 - 2	1
Fidelis	Ep 1 - 2 - Nyee	1
Fidelis	Ep 1 And 2	1
Fidelis	Ep 3 - 4 - Nyee	1
Fidelis	Ess_plan_prog_amb_surg	1
Fidelis	Ess_plan_prog_hosp_op_dept	1
